关联医院code,关联医院名称,院边店code,院边店名称,"A类：
（院内店、HIS）"
N-H039093,贵航集团三零二医院,#N/A,贵州一树长寿连锁药业有限公司开发区西航路店,N
N-H039093,贵航集团三零二医院,N-R100133,贵州一树长寿连锁药业有限公司开发区格凸河路店,N
N-H039093,贵航集团三零二医院,#N/A,贵州正和祥药业有限公司一千零四十八分店,N
N-H039093,贵航集团三零二医院,#N/A,贵州一树药业股份有限公司安顺玉龙南路分店,N
N-H039093,贵航集团三零二医院,#N/A,贵州一树药业股份有限公司安顺西湖御园分店,N
N-H045880,诸城和平医院,#N/A,潍坊金通大药店有限公司诸城陶家岭店,N
N-H045880,诸城和平医院,#N/A,潍坊金通大药店有限公司诸城南关路店,N
N-H045880,诸城和平医院,#N/A,青岛同方药业连锁有限公司潍坊市诸城朱解店,N
N-H042180,佛山健翔护理院,N-R125498,佛山大参林连锁药店有限公司禅城石头分店,N
N-H042180,佛山健翔护理院,N-R113647,广州市海王星辰医药连锁有限公司禅城恒福新城健康药房,N
N-H073335,佛山高明杨梅医院,N-R124397,佛山大参林连锁药店有限公司第四百五十五分店,N
N-H033075,南方医院增城分院,N-R113744,广州市海王星辰医药连锁有限公司新塘大道健康药房,N
N-H033075,南方医院增城分院,N-R058827,大参林医药集团股份有限公司三千六百零八分店,N
N-H060144,邛崃市中医医院,N-R137106,成都泉源堂大药房连锁股份有限公司邛崃市文君街道西街药店,N
N-H060144,邛崃市中医医院,N-R109773,成都市华杏大药房连锁有限责任公司邛崃文君街道办西街药店,N
N-H060144,邛崃市中医医院,N-R109635,成都市华杏大药房连锁有限责任公司邛崃文君街道办天庆街药店,N
N-H060144,邛崃市中医医院,N-R137124,成都泉源堂大药房连锁股份有限公司邛崃市文君街道长松路二药店,N
N-H060144,邛崃市中医医院,N-R164264,成都泉源堂大药房连锁股份有限公司邛崃市文君街道长松路药店,N
N-H060144,邛崃市中医医院,N-R137125,成都泉源堂大药房连锁股份有限公司邛崃市临邛街道崇德路药店,N
N-H060144,邛崃市中医医院,N-R109365,成都市华杏大药房连锁有限责任公司邛崃临邛街道办崇德路药店,N
N-H060144,邛崃市中医医院,N-R138231,成都泉源堂大药房连锁股份有限公司邛崃市临邛街道书院街药店,N
N-H060144,邛崃市中医医院,N-R137131,成都泉源堂大药房连锁股份有限公司邛崃市临邛街道崇文路药店,N
N-H060144,邛崃市中医医院,N-R138235,成都泉源堂大药房连锁股份有限公司邛崃市临邛街道崇德路二药店,N
N-H060144,邛崃市中医医院,N-R109364,成都市华杏大药房连锁有限责任公司邛崃临邛街道办崇文路药店,N
N-H060144,邛崃市中医医院,N-R132050,成都泉源堂大药房连锁股份有限公司邛崃市文君街道杏林路药店,N
N-H060144,邛崃市中医医院,N-R098661,四川海王星辰健康药房连锁有限公司邛崃市临邛镇杏林路药店,N
N-H060144,邛崃市中医医院,N-R063103,四川杏林医药连锁有限责任公司邛崃市杏林路药店,N
N-H060144,邛崃市中医医院,N-R108864,成都市华杏大药房连锁有限责任公司邛崃杏林路药店,N
N-H060144,邛崃市中医医院,N-R132490,成都泉源堂大药房连锁股份有限公司邛崃市文君街道凤凰大道药店,N
N-H060144,邛崃市中医医院,N-R109853,成都市华杏大药房连锁有限责任公司邛崃文君街道办文君街药店,N
N-H060144,邛崃市中医医院,N-R132492,成都泉源堂大药房连锁股份有限公司邛崃市西较场口药店,N
N-H060144,邛崃市中医医院,N-R137191,成都泉源堂大药房连锁股份有限公司邛崃市临邛街道棉花街二药店,N
N-H060144,邛崃市中医医院,#N/A,成都泉源堂大药房连锁股份有限公司邛崃市文君街道朱水碾街二药店,N
N-H060144,邛崃市中医医院,N-R109605,成都市华杏大药房连锁有限责任公司邛崃临邛街道办棉花街药店,N
N-H060144,邛崃市中医医院,N-R137139,成都泉源堂大药房连锁股份有限公司邛崃市文君街道翠荫街药店,N
N-H060144,邛崃市中医医院,N-R109404,成都市华杏大药房连锁有限责任公司邛崃文君街道办文庙街药店,N
N-H060144,邛崃市中医医院,N-R137157,成都泉源堂大药房连锁股份有限公司邛崃市文君街道朱水碾街药店,N
N-H060144,邛崃市中医医院,N-R137141,成都泉源堂大药房连锁股份有限公司邛崃市文君街道天庆街药店,N
N-H019116,郑州市军海脑病医院有限公司,N-R016574,河南大参林连锁药店有限公司郑州升龙汇金广场店,N
N-H084728,重庆西区医院,#N/A,重庆桐君阁大药房连锁有限责任公司九龙坡区八店,N
N-H084728,重庆西区医院,N-R083024,重庆和平药房连锁有限责任公司大渡口区幸福华庭二店,N
N-H084728,重庆西区医院,#N/A,重庆和平药房连锁有限责任公司大渡口区福塘路店,N
N-H037034,汉中脑安康复医院（西安中医脑病医院汉中分院）,N-R137297,老百姓大药房连锁（陕西）有限公司汉中益州路分公司,N
N-H037034,汉中脑安康复医院（西安中医脑病医院汉中分院）,#N/A,老百姓大药房连锁（汉中）有限公司汉台益州路分公司,N
N-H037034,汉中脑安康复医院（西安中医脑病医院汉中分院）,#N/A,西安怡康医药连锁有限责任公司汉中海德理想城分公司,N
N-H037034,汉中脑安康复医院（西安中医脑病医院汉中分院）,#N/A,西安怡康医药连锁有限责任公司汉中汉江首府分公司,N
N-H000948,广州医科大学附属第二医院（番禺院区）,N-R089023,大参林医药集团股份有限公司第三千二百四十五分店,N
N-H000948,广州医科大学附属第二医院（番禺院区）,N-R113767,广州市海王星辰医药连锁有限公司亚运城天誉健康药房,N
N-H000948,广州医科大学附属第二医院（番禺院区）,N-R119297,广东大参林柏康连锁药店有限公司第一万二千四百八十三分店,N
N-H000948,广州医科大学附属第二医院（番禺院区）,N-R101730,广东大参林柏康连锁药店有限公司第一万零九十二分店,N
N-H000948,广州医科大学附属第二医院（番禺院区）,N-R154270,广州市海王星辰医药连锁有限公司亚运城天峯健康药房,N
N-H002493,成都市第八人民医院（成都市慢性病医院、成都市老年服务示训中心）,#N/A,四川芙蓉大药房连锁有限公司新都区三河街道蜀龙大道南段药店,N
N-H002493,成都市第八人民医院（成都市慢性病医院、成都市老年服务示训中心）,#N/A,四川芙蓉大药房连锁有限公司新都区三河街道互江路第二药店,N
N-H002493,成都市第八人民医院（成都市慢性病医院、成都市老年服务示训中心）,N-R122307,四川芙蓉大药房连锁有限公司新都区三河街道互江路药店,N
N-H002493,成都市第八人民医院（成都市慢性病医院、成都市老年服务示训中心）,N-R082319,成都泉源堂大药房连锁股份有限公司新都区江陵路药店,N
N-H014580,华中科技大学同济医学院附属协和医院西区,N-R061554,国药控股（湖北）汉口大药房有限公司神龙店,N
N-H014580,华中科技大学同济医学院附属协和医院西区,#N/A,湖北益丰大药房连锁有限公司武汉体育东路分店,N
N-H014580,华中科技大学同济医学院附属协和医院西区,#N/A,湖北省昌盛大药房连锁有限公司体育中心店,N
N-H014580,华中科技大学同济医学院附属协和医院西区,#N/A,湖北省昌盛大药房连锁有限公司翡翠玖玺店,N
N-H065626,运城天才癫痫病专科医院,N-R082044,山西国大万民药房连锁有限公司运城高家垣店,N
N-H065626,运城天才癫痫病专科医院,N-R103826,国药控股国大药房山西益源连锁有限公司运城高家垣店,N
N-H065626,运城天才癫痫病专科医院,#N/A,山西百汇医药连锁有限公司运城市盐湖区人民路分店,N
N-H065626,运城天才癫痫病专科医院,N-R105904,国药控股国大药房山西益源连锁有限公司运城葡萄园店,N
N-H065626,运城天才癫痫病专科医院,N-R037387,国药控股国大药房山西益源连锁有限公司运城盐湖凤凰店,N
N-H065626,运城天才癫痫病专科医院,#N/A,山西百汇医药连锁有限公司运城市盐湖区高家垣分店,N
N-H023596,宁夏康元泽润医院（有限公司）,#N/A,北京同仁堂银川药店有限公司,N
N-H023596,宁夏康元泽润医院（有限公司）,#N/A,银川翠盈美合泰医药有限公司,N
N-H023596,宁夏康元泽润医院（有限公司）,#N/A,银川美合泰医药连锁有限公司蓝山名邸店,N
N-H023596,宁夏康元泽润医院（有限公司）,#N/A,宁夏怡康大药房（有限公司）二十二分店,N
N-H023596,宁夏康元泽润医院（有限公司）,#N/A,老百姓健康药房连锁（宁夏）有限公司恒安店,N
N-H023596,宁夏康元泽润医院（有限公司）,#N/A,银川紫檀美合泰医药有限公司,N
N-H016422,襄阳市中心医院北院区,#N/A,襄阳普天独活大药房连锁有限公司第四十八连锁店,N
N-H016422,襄阳市中心医院北院区,#N/A,襄阳普天独活大药房连锁有限公司第十七连锁店,N
N-H016422,襄阳市中心医院北院区,#N/A,襄阳普天独活大药房连锁有限公司第三十三连锁店,N
N-H016422,襄阳市中心医院北院区,#N/A,襄阳普天独活大药房连锁有限公司第一百三十八连锁店,N
N-H016422,襄阳市中心医院北院区,N-R056035,天济大药房连锁有限公司五十分店,N
N-H016422,襄阳市中心医院北院区,N-R140033,天济大药房连锁有限公司八百五十二分店,N
N-H016422,襄阳市中心医院北院区,#N/A,襄阳普天独活大药房连锁有限公司第六十四连锁店,N
N-H016422,襄阳市中心医院北院区,#N/A,天济大药房连锁有限公司一百八十九分店,N
N-H016422,襄阳市中心医院北院区,#N/A,襄阳普天独活大药房连锁有限公司第二百二十五连锁店,N
N-H016422,襄阳市中心医院北院区,#N/A,襄阳普天独活大药房连锁有限公司第五百一十五连锁店,N
N-H016422,襄阳市中心医院北院区,N-R139936,天济大药房连锁有限公司五百八十六分店,N
N-H016422,襄阳市中心医院北院区,#N/A,襄阳普天独活大药房连锁有限公司第一百一十一连锁店,N
N-H043975,郴州市儿童医院（郴州市第一人民医院北院）,#N/A,郴州林邑慢病专业药房有限公司,N
N-H043975,郴州市儿童医院（郴州市第一人民医院北院）,#N/A,益丰大药房连锁股份有限公司郴州苏仙传奇店,N
N-H043975,郴州市儿童医院（郴州市第一人民医院北院）,N-R056433,益丰大药房连锁股份有限公司郴州林邑花城店,N
N-H043975,郴州市儿童医院（郴州市第一人民医院北院）,#N/A,湖南千金大药房连锁有限公司郴州市苏园店,N
N-H043975,郴州市儿童医院（郴州市第一人民医院北院）,#N/A,益丰大药房连锁股份有限公司郴州苏仙农贸市场店,N
N-H043975,郴州市儿童医院（郴州市第一人民医院北院）,N-R045893,益丰大药房连锁股份有限公司郴州苏园路分店,N
N-H043975,郴州市儿童医院（郴州市第一人民医院北院）,N-R155779,湖南九芝堂零售连锁有限公司郴州苏园路药店,N
N-H003145,东风汽车公司茅箭医院东风汽车公司第二医院,#N/A,湖北用心人大药房连锁有限公司五一厂分店,N
N-H035210,南京天佑儿童医院有限公司,N-R055141,高济再康（江苏）医药连锁有限公司南京二附院药店,N
N-H035210,南京天佑儿童医院有限公司,N-R070270,高济再康（江苏）医药连锁有限公司萨家湾第一药店,N
N-H035210,南京天佑儿童医院有限公司,#N/A,江苏益丰大药房连锁有限公司南京大桥南路店,N
N-H035210,南京天佑儿童医院有限公司,N-R155665,江苏益丰大药房连锁有限公司南京镇江路店,N
N-H035210,南京天佑儿童医院有限公司,#N/A,江苏益丰大药房连锁有限公司南京盐仓桥店,N
N-H010257,乌鲁木齐市米东区人民医院,N-R038868,国药控股新疆新特药专业药房连锁有限公司乌鲁木齐第十一药房,N
N-H010257,乌鲁木齐市米东区人民医院,N-R168713,新疆普济堂医药零售连锁有限公司乌鲁木齐市第一百六十二分店,N
N-H010257,乌鲁木齐市米东区人民医院,N-R135590,新疆济康大药房医药连锁有限责任公司乌鲁木齐第一六一分店,N
N-H010257,乌鲁木齐市米东区人民医院,#N/A,国药控股国大药房新疆新特药业连锁有限责任公司乌鲁木齐市吾悦和府分店,N
N-H010257,乌鲁木齐市米东区人民医院,#N/A,新疆普济堂医药零售连锁有限公司乌鲁木齐稻香二百零八分店,N
N-H010257,乌鲁木齐市米东区人民医院,N-R169028,新疆普济堂医药零售连锁有限公司乌鲁木齐第二百七十三分店,N
N-H010257,乌鲁木齐市米东区人民医院,#N/A,新疆济康大药房医药连锁有限责任公司乌鲁木齐第四二七分店,N
N-H010257,乌鲁木齐市米东区人民医院,N-R141015,新疆济康大药房医药连锁有限责任公司乌鲁木齐第四二二分店,N
